brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,directional,length
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake discs,Max,08.B413.75,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake discs,Xtra,08.B413.1X,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime,P 85 159,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime Ceramic,P85159N,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime,P 85 126,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime Ceramic,P85126N,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Xtra,P 85 126X,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime,P 85 144,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime Ceramic,P85144N,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Xtra,P 85 144X,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime,P 85 193,,18mm,78mm,178mm,,,,,,,TRW,Electric,20626,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime Ceramic,P85193N,,18mm,78mm,178mm,,,,,,,TRW,Electric,20626,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime,P 85 184,,16mm,58 - 56mm,123mm,,,,,,,ATE,Without,"26206, 26207",,With accessoriesWith anti-squeal shim,,,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime Ceramic,P85184N,,16mm,58 - 56mm,123mm,,,,,,,ATE,Without,"26206, 26207",,With accessoriesWith anti-squeal shim,,,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime,P 85 189,,16mm,52 - 57mm,123mm,,,,,,,ATE,Without,"26303, 26304",,With accessoriesWith anti-squeal shim,,,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,2.0 TSI 4Drive,08/20,>,140,190,Brake pads,Prime Ceramic,P85189N,,16mm,52 - 57mm,123mm,,,,,,,ATE,Without,"26303, 26304",,With accessoriesWith anti-squeal shim,,,
CUPRA,"FORMENTOR (KM7, KMP)",07/20,>,Wear indicator,08/20,>,140,190,Brake pad accessories,Prime,A 00 492,,,,,,,,,,,,,,,,,,170mm
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Prime,09.9772.11,312mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Max,09.9772.75,312mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Xtra,09.9772.1X,312mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Sport,09.9772.1S,312mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Prime,09.A200.11,310mm,22mm,48mm,,5,Ventilated,65mm,20mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Xtra,09.A200.1X,310mm,22mm,48mm,,5,Ventilated,65mm,20mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Prime,09.C306.11,340mm,30mm,50mm,,5,Ventilated,65mm,27mm,,1,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Xtra,09.C306.1X,340mm,30mm,50mm,,5,Ventilated,65mm,27mm,,1,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Prime,08.B413.11,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Max,08.B413.75,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake discs,Xtra,08.B413.1X,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime,P 85 159,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime Ceramic,P85159N,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime,P 85 182,,19mm,64mm,148mm,,,,,,,TRW,Electric,26169,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime Ceramic,P85182N,,19mm,64mm,148mm,,,,,,,TRW,Electric,26169,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime,P 85 126,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime Ceramic,P85126N,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Xtra,P 85 126X,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime,P 85 144,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime Ceramic,P85144N,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Xtra,P 85 144X,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime,P 85 184,,16mm,58 - 56mm,123mm,,,,,,,ATE,Without,"26206, 26207",,With accessoriesWith anti-squeal shim,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime Ceramic,P85184N,,16mm,58 - 56mm,123mm,,,,,,,ATE,Without,"26206, 26207",,With accessoriesWith anti-squeal shim,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime,P 85 189,,16mm,52 - 57mm,123mm,,,,,,,ATE,Without,"26303, 26304",,With accessoriesWith anti-squeal shim,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Brake pads,Prime Ceramic,P85189N,,16mm,52 - 57mm,123mm,,,,,,,ATE,Without,"26303, 26304",,With accessoriesWith anti-squeal shim,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.4 e-HYBRID,09/20,>,150,204,Disc and Pad Kit,Beyond EV Kit,KT 08 079,272mm,16mm,52 - 57mm,123mm,9,Solid,65mm,8mm,,4,ATE,Without,"26303, 26304",,With anti-squeal shim,,,272mm,10mm,08.B413.1E,P 85 189E,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,Wear indicator,09/20,>,150,204,Brake pad accessories,Prime,A 00 492,,,,,,,,,,,,,,,,,,,,,,170mm
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake discs,Prime,09.9145.11,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake discs,Max,09.9145.75,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake discs,Xtra,09.9145.1X,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake discs,Prime,08.B413.11,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake discs,Max,08.B413.75,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake discs,Xtra,08.B413.1X,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime,P 85 159,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime Ceramic,P85159N,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime,P 85 182,,19mm,64mm,148mm,,,,,,,TRW,Electric,26169,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime Ceramic,P85182N,,19mm,64mm,148mm,,,,,,,TRW,Electric,26169,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime,P 85 126,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime Ceramic,P85126N,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Xtra,P 85 126X,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime,P 85 144,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime Ceramic,P85144N,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Xtra,P 85 144X,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime,P 85 184,,16mm,58 - 56mm,123mm,,,,,,,ATE,Without,"26206, 26207",,With accessoriesWith anti-squeal shim,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime Ceramic,P85184N,,16mm,58 - 56mm,123mm,,,,,,,ATE,Without,"26206, 26207",,With accessoriesWith anti-squeal shim,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime,P 85 189,,16mm,52 - 57mm,123mm,,,,,,,ATE,Without,"26303, 26304",,With accessoriesWith anti-squeal shim,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,1.5 eTSI,08/22,>,110,150,Brake pads,Prime Ceramic,P85189N,,16mm,52 - 57mm,123mm,,,,,,,ATE,Without,"26303, 26304",,With accessoriesWith anti-squeal shim,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,Wear indicator,08/22,>,110,150,Brake pad accessories,Prime,A 00 492,,,,,,,,,,,,,,,,,,170mm
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake discs,Prime,09.A200.11,310mm,22mm,48mm,,5,Ventilated,65mm,20mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake discs,Xtra,09.A200.1X,310mm,22mm,48mm,,5,Ventilated,65mm,20mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake discs,Prime,09.C306.11,340mm,30mm,50mm,,5,Ventilated,65mm,27mm,,1,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake discs,Xtra,09.C306.1X,340mm,30mm,50mm,,5,Ventilated,65mm,27mm,,1,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime,P 85 159,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime Ceramic,P85159N,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime,P 85 182,,19mm,64mm,148mm,,,,,,,TRW,Electric,26169,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime Ceramic,P85182N,,19mm,64mm,148mm,,,,,,,TRW,Electric,26169,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime,P 85 126,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime Ceramic,P85126N,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Xtra,P 85 126X,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime,P 85 144,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime Ceramic,P85144N,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Xtra,P 85 144X,,20mm,70mm,175mm,,,,,,,TRW,Electric,"24738, 25217",D1633 8849,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime,P 85 184,,16mm,58 - 56mm,123mm,,,,,,,ATE,Without,"26206, 26207",,With accessoriesWith anti-squeal shim,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime Ceramic,P85184N,,16mm,58 - 56mm,123mm,,,,,,,ATE,Without,"26206, 26207",,With accessoriesWith anti-squeal shim,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime,P 85 189,,16mm,52 - 57mm,123mm,,,,,,,ATE,Without,"26303, 26304",,With accessoriesWith anti-squeal shim,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,06/21,>,180,245,Brake pads,Prime Ceramic,P85189N,,16mm,52 - 57mm,123mm,,,,,,,ATE,Without,"26303, 26304",,With accessoriesWith anti-squeal shim,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,Wear indicator,06/21,>,180,245,Brake pad accessories,Prime,A 00 492,,,,,,,,,,,,,,,,,,170mm
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake discs,Prime,09.9772.11,312mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake discs,Max,09.9772.75,312mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake discs,Xtra,09.9772.1X,312mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake discs,Sport,09.9772.1S,312mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake discs,Prime,08.B413.11,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake discs,Max,08.B413.75,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake discs,Xtra,08.B413.1X,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,,,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake pads,Prime,P 85 159,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake pads,Prime Ceramic,P85159N,,16mm,77mm,132mm,,,,,,,Brembo,Prepared for wear indicator,25145,,With anti-squeal shim,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake pads,Prime,P 85 182,,19mm,64mm,148mm,,,,,,,TRW,Electric,26169,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake pads,Prime Ceramic,P85182N,,19mm,64mm,148mm,,,,,,,TRW,Electric,26169,,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
CUPRA,"LEON (KL1, KU1, KUG)",09/20,>,2.0 TSI,09/22,>,140,190,Brake pads,Prime,P 85 126,,20mm,65mm,160mm,,,,,,,TRW,Electric,"25683, 25684",D1760 8989,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
