make,model,series,body,year_from,year_to,engine_code,engine_litres,engine_kw,trim_code,drivetrain,front_pads,rear_pads,park_brake_shoes,notes
Honda,Accord Euro,"CL,CN",Sedan,2003,2008,,2.4,140,,FWD,DB1391,DB1265,,Suits 260mm disc rotors
Honda,Accord Euro,"CL,CN",Sedan,2003,2008,,2.4,140,,FWD,DB1393,DB1265,,
Honda,Accord Euro,"CL,CN",Sedan,2003,2008,,2.4,140,,FWD,DB1481,DB1265,,Suits 282mm disc rotors
Honda,Accord Euro,"CL,CN",Sedan,2003,2008,,2,114,,FWD,DB1265,,,
Honda,Accord,CV,Sedan,2019,,VTEC,1.5,140,,FWD,DB2304,,,
Honda,Accord Euro,CU,Sedan,2008,2015,i,2.4,148,,FWD,DB2118,DB1728,,
Honda,Accord Euro,CU,Sedan,2008,2015,i,2.4,148,,FWD,DB2304,DB1728,,From 2013 on
Honda,Accord Euro,CU,Sedan,2008,2015,i,2.4,148,,FWD,DB2308,DB1728,,From 2013 on suits 296mm disc
Honda,Accord,CV,Sedan,2017,,iVTEC,1.5,138,,FWD,DB2304,,,
Honda,Accord,"SJ,SY,SM",Sedan,1978,1983,,1.6,59,L/EX,FWD,DB152,,,
Honda,Accord,"SJ,SY,SM",Sedan,1978,1983,,1.6,59,L/EX,FWD,DB198,,,With Front Sumitomo Disc
Honda,Accord,"SJ,SY,SM",Sedan,1978,1983,,1.6,59,L/EX,FWD,DB280,,,USA Models; With Front Disc
Honda,Accord,"SJ,SY,SM",Sedan,1978,1983,,1.6,59,L/EX,FWD,DB300,,,New Zealand Models With Front Disc
Honda,Accord,"SJ,SY,SM",Sedan,1978,1983,,1.6,59,L/EX,FWD,DB358,,,With Front Wear Indicator
Honda,Accord,"SJ,SY,SM",Sedan,1978,1983,,1.6,59,L/EX,FWD,DB384,,,2 & 4 Door Models
Honda,Accord,"SJ,SY",Hatchback,1979,1983,,1.6,59,L/EX,FWD,DB152,,,
Honda,Accord,"SJ,SY",Hatchback,1979,1983,,1.6,59,L/EX,FWD,DB358,,,With Front Wear Indicator
Honda,Accord,"SJ,SY",Hatchback,1979,1983,,1.6,59,L/EX,FWD,DB384,,,2 & 4 Door Models
Honda,Accord,CA,Sedan,1987,1989,12V,2,85,,FWD,DB1133,DB430,,Suits models from 1987 on
Honda,Accord,CA,Sedan,1986,1987,,2,78,EX,FWD,DB429,DB430,,2 & 3 Door Models; With Front Disc With Front Disc
Honda,Accord,CA,Wagon,1986,1987,,2,78,EX,FWD,DB429,DB430,,2 & 3 Door Models; With Front Disc
Honda,Accord,"AC,AD",Hatchback,1985,1985,,1.8,74,EX,FWD,DB300,,,With Front Disc; Australian Japan New Zealand Models
Honda,Accord,"AC,AD",Hatchback,1985,1985,,1.8,74,EX,FWD,DB390,,,Suits European and USA Models
Honda,Accord,"AC,AD",Sedan,1984,1985,,1.8,74,EX,FWD,DB300,,,With Front Disc; Australian Japan New Zealand Models
Honda,Accord,CV,Sedan,2018,,Hybrid,2,158,,FWD,DB2304,DB1953,,
Honda,Accord,CA,Sedan,1987,1989,,2,85,EXi,FWD,DB1133,,,2 & 3 Door Models; With Front Disc and Rear Drum
Honda,Accord,CA,Sedan,1987,1989,,2,85,EXi,FWD,DB429,DB430,,2 & 3 Door Models; With Front and Rear Disc
Honda,Accord,CA,Wagon,1987,1989,,2,85,EXi,FWD,DB1133,,,2 & 3 Door Models; With Front Disc and Rear Drum
Honda,Accord,CA,Wagon,1987,1989,,2,85,EXi,FWD,DB429,DB430,,2 & 3 Door Models; With Front and Rear Disc
Honda,Accord,"CR,CU",Sedan,2013,2016,Hybrid,2,146,,FWD,DB2304,DB1953,,
Honda,Accord,"CB,CC",Wagon,1992,1993,,2.2,103,,FWD,DB1172,DB1265,,With Front 260mm Disc
Honda,Accord,"CB,CC",Wagon,1992,1993,,2.2,103,,FWD,DB1206,DB1265,,Aerodeck; With Front 282mm Disc
Honda,Accord,CV,Sedan,2019,,iVTEC Hybrid Flex,2,107,,FWD,DB2304,DB1953,,
Honda,Accord,CB,Sedan,1989,1990,,2.2,103,,FWD,DB1172,DB1265,,With Front 260mm Disc
Honda,Accord,CB,Sedan,1989,1990,,2.2,103,,FWD,DB1279,DB1265,,Suits VTEC models with 282mm disc rotors
Honda,Accord,"CC,CD",Sedan,1993,1997,,2.2,107,VTi,FWD,DB1172,DB1230,,With Front Disc
Honda,Accord,"CC,CD",Sedan,1993,1997,,2.2,107,VTi,FWD,DB1191,DB1230,,
Honda,Accord,"CC,CD",Sedan,1993,1997,,2.2,107,VTi,FWD,DB1206,DB1230,,
Honda,Accord,CE,Wagon,1993,1997,,2.2,107,,FWD,DB1191,DB1265,,Suits models with front 260mm disc rotors
Honda,Accord,CE,Wagon,1993,1997,,2.2,107,,FWD,DB1206,DB1265,,Suits front 282mm disc rotors
Honda,Accord,"CC,CD",Sedan,1993,1997,,2.2,103,EXi,FWD,DB1172,DB1265,,With Front Disc
Honda,Accord,"CC,CD",Sedan,1993,1997,,2.2,103,EXi,FWD,DB1191,DB1265,,
Honda,Accord,"CE,CF,CD",Sedan,1995,1996,,2.2,107,,FWD,DB1191,DB1265,,Suits models with 260mm disc rotors
Honda,Accord,"CE,CF,CD",Sedan,1995,1996,,2.2,107,,FWD,DB1206,DB1265,,With Front 282mm Disc
Honda,Accord,"CE,CF,CD",Sedan,1997,1998,i-VTEC,2.3,110,,FWD,DB1191,DB1142,,
Honda,Accord,CP,Sedan,2008,2013,,2.4,136,,FWD,DB1515,,,
Honda,Accord,"CK,CG,CH,CF,CL",Sedan,1999,1999,,2.4,118,,FWD,DB1191,DB1265,,Suits models with front 260mm disc rotors
Honda,Accord,"CK,CG,CH,CF,CL",Sedan,1999,1999,,2.4,118,,FWD,DB1206,DB1265,,Suits models with front 282mm disc rotors
Honda,Accord,"CK,CG,CH,CF,CL",Sedan,1997,1999,,2.3,110,,FWD,DB1191,DB1265,,
Honda,Accord,"CK,CG,CH,CF,CL",Sedan,2000,2003,,2.3,113,,FWD,DB1206,DB1265,,
Honda,Accord,"CR,CU",Sedan,2013,2019,,2.4,129,,FWD,DB2118,DB1953,,Suits models with 320mm disc rotors
Honda,Accord,"CR,CU",Sedan,2013,2019,,2.4,129,,FWD,DB2304,DB1953,,Suit Models with 293mm Rotor
Honda,Accord,CM,Sedan,2002,2005,VTEC E,2.4,118,,FWD,DB1393,,,
Honda,Accord,CM,Sedan,2006,2008,VTEC E,2.4,125,,FWD,DB1393,DB1230,,
Honda,Accord,CM,Sedan,2003,2007,,3,177,,FWD,DB1393,DB1230,,
Honda,Accord,"CK,CG,CH,CF,CL",Sedan,1997,2003,VTEC,3,147,,FWD,DB1191,DB1265,,With Front 260mm Disc
Honda,Accord,"CK,CG,CH,CF,CL",Sedan,1997,2003,VTEC,3,147,,FWD,DB1206,DB1265,,With Front 282mm Disc
Honda,Accord,"CK,CG,CH,CF,CL",Sedan,1997,2003,VTEC,3,147,,FWD,DB1268,DB1265,,Suits Nissin brake Caliper
Honda,Accord,"CR,CU",Sedan,2013,2019,,3.5,206,,FWD,DB1728,,,
Honda,Accord,CP,Sedan,2007,2012,V6,3.5,202,,FWD,DB1515,,,
Honda,Accord,CP,Sedan,2007,2012,V6,3.5,202,,FWD,DB2118,,,Suits 320mm disc
Honda,Beat,PP,Convertible,1991,1996,,0.7,47,,RWD,,DB1163,,
Honda,City,VF,Van,1984,1986,,1.2,56,,FWD,DB305,,,
Honda,City,GM65,Sedan,2014,2020,i-VTEC,1.5,88,,FWD,DB1991,DB1163,,
Honda,City,GM26,Sedan,2009,2014,i-VTEC,1.5,88,,FWD,DB1991,DB1163,,
Honda,City,"GM4,GM5,GM6,GM9,GM7,GM",Sedan,2014,,Hybrid,1.5,81,,FWD,DB1991,,,
Honda,Civic,"ES,ET",Sedan,2004,2005,IMA,1.3,61,,FWD,DB1515,DB1142,,
Honda,Civic,"ES,ET",Sedan,2004,2005,IMA,1.3,61,,FWD,DB1662,DB1142,,Length 137mm
Honda,Civic,"EG,EH",Hatchback,1991,1993,16V,1.3,55,,FWD,DB1259,DB1163,,Breeze; 3 Door Models
Honda,Civic,"AN,AR",Wagon,1984,1987,,1.5,63,,FWD,DB122,,,Length 64mm
Honda,Civic,"AN,AR",Wagon,1984,1987,,1.5,63,,FWD,DB300,,,Length 116mm
Honda,Civic,"FD,FA",Sedan,2006,2010,IMA,1.3,70,,FWD,DB1662,DB1142,,
Honda,Civic,"FD,FA",Sedan,2010,2012,IMA,1.3,85,,FWD,DB1662,DB1142,,
Honda,Civic,"AM,AK,AU,SC",Sedan,1983,1984,,1.5,63,,FWD,DB1408,,,Length 107mm
Honda,Civic,"AM,AK,AU,SC",Sedan,1983,1984,,1.5,63,,FWD,DB300,,,
Honda,Civic,"AM,AK,AU,SC",Sedan,1983,1984,,1.5,63,,FWD,DB408,,,Length 107mm
Honda,Civic,"EC,ED,EE,EF",Hatchback,1987,1993,i 16V,1.5,72,,FWD,DB390,,,
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.5,67,,FWD,DB1259,DB1163,,
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.5,67,,FWD,DB1262,DB1163,,New Zealand Models; With Front Disc
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.5,67,,FWD,DB1286,DB1163,,New Zealand Models; With Front Disc
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.5,67,,FWD,DB300,DB1163,,Manual Transmission; New Zealand Models
Honda,Civic,"EG,EH,SR",Sedan,1991,1995,,1.5,74,,FWD,DB1259,DB1163,,
Honda,Civic,"EG,EH,SR",Sedan,1991,1995,,1.5,74,,FWD,DB1262,DB1163,,New Zealand Models; With Front Disc
Honda,Civic,"EG,EH,SR",Sedan,1991,1995,,1.5,74,,FWD,DB1286,DB1163,,New Zealand Models; With Front Disc
Honda,Civic,"EG,EH,SR",Sedan,1991,1995,,1.5,74,,FWD,DB300,DB1163,,Manual Transmission; New Zealand Models
Honda,Civic,"AL,AJ,AG,AH",Hatchback,1984,1987,,1.5,63,GL,FWD,DB300,,,New Zealand Models
Honda,Civic,"EE,EF",Wagon,1988,1989,i 16V,1.5,72,,AWD,DB1259,,,Length 128mm
Honda,Civic,"EE,EF",Wagon,1988,1989,i 16V,1.5,72,,AWD,DB390,,,
Honda,Civic,"ED,EF,SH",Sedan,1987,1993,i 16V,1.5,72,,FWD,DB1123,DB1163,,Length 132 x 49mm
Honda,Civic,"ED,EF,SH",Sedan,1987,1993,i 16V,1.5,72,,FWD,DB1133,DB1163,,Length 129 x 52mm
Honda,Civic,"ED,EF,SH",Sedan,1987,1993,i 16V,1.5,72,,FWD,DB390,DB1163,,
Honda,Civic,"EG,EH",Hatchback,1991,1995,i 16V,1.5,66,,FWD,DB1259,DB1163,,Length 128mm
Honda,Civic,"EG,EH",Hatchback,1991,1995,i 16V,1.5,66,,FWD,DB1262,DB1163,,Length 131mm
Honda,Civic,"EG,EH",Hatchback,1991,1995,i 16V,1.5,66,,FWD,DB1286,DB1163,,Length 136mm
Honda,Civic,FB,Sedan,2014,2014,IMA,1.5,67,,FWD,DB1393,DB1265,,
Honda,Civic,FB,Sedan,2012,2014,IMA,1.5,82,,FWD,DB1393,DB1265,,
Honda,Civic,FL,Hatchback,2021,,VTEC,1.5,131,,FWD,DB1481,DB2429,,
Honda,Civic,"FC,FK",Hatchback,2017,2019,VTEC,1.5,127,,FWD,DB1481,DB2429,,
Honda,Civic,FC,Sedan,2016,2019,Turbo,1.5,127,RS,FWD,DB1481,DB2429,,
Honda,Civic,"EG,EH",Hatchback,1993,1995,,1.6,96,,FWD,DB1262,DB1163,,
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.6,88,EX,FWD,DB1262,,,
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.6,96,,FWD,DB1262,DB1163,,Length 131mm
Honda,Civic,"EG,EH,SR",Sedan,1993,1995,,1.6,96,,FWD,DB1286,DB1163,,
Honda,Civic,"EJ,EK",Hatchback,1995,2000,,1.6,88,,FWD,DB1262,,,For Rotor 240
Honda,Civic,"EJ,EK",Hatchback,1995,2000,,1.6,88,,FWD,DB1286,,,For Rotor 262
Honda,Civic,"EJ,EK,SO",Sedan,1995,2000,,1.6,88,,FWD,DB1286,,,
Honda,Civic,FK,Hatchback,2013,2015,i-DTEC,1.6,88,,FWD,DB2308,DB2309,,
Honda,Civic,"EJ,EK,SO",Sedan,1995,2000,i-VTEC,1.6,92,,FWD,DB1286,,,4 Door Models
Honda,Civic,"EG,EH,SR",Sedan,1991,1993,16V,1.6,90,Si,FWD,DB1262,DB1163,,
Honda,Civic,"EJ,EK",Hatchback,1995,2000,i,1.6,84,,FWD,DB1286,DB1163,,
Honda,Civic,"EJ,EM1",Coupe,1999,2000,i-VTEC,1.6,118,,FWD,DB1286,DB1142,,
Honda,Civic,"EJ,EM1",Coupe,1996,1999,i-VTEC,1.6,92,,FWD,DB1286,DB1142,,
Honda,Civic,"EG,EH",Hatchback,1991,1993,16V,1.6,90,Si,FWD,DB1286,DB1163,,
Honda,Civic,"EJ,EK",Hatchback,1995,1998,,1.6,118,VTi,FWD,DB1259,,,Suits CXi models
Honda,Civic,"EJ,EK",Hatchback,1995,1998,,1.6,118,VTi,FWD,DB1286,,,
Honda,Civic,FB,Sedan,2012,2016,,1.8,104,,FWD,DB1393,DB1265,,
Honda,Civic,FB,Sedan,2012,2016,,1.8,104,,FWD,DB2047,DB1265,,Not Type R
Honda,Civic,"ES,ET",Sedan,2000,2006,,1.7,85,,FWD,DB1515,DB1142,,
Honda,Civic,"ES,ET",Sedan,2000,2005,,1.7,88,,FWD,DB1515,DB1265,,
Honda,Civic,FC,Sedan,2016,2019,,1.8,104,,FWD,DB1481,DB2429,,
